MsgID.GLOBAL_POSITION,1520471438.1854908,-122.3974031,37.7925130,4.9600000
MsgID.LOCAL_VELOCITY,1520471438.1854908,1.4900000,0.6900000,0.0000000
MsgID.LOCAL_POSITION,1520471438.1856720,3.6762514,4.1607246,-4.9603000
MsgID.LOCAL_VELOCITY,1520471438.1856720,1.4919885,0.6969262,-0.0059555
MsgID.STATE,1520471438.4320650,True,True
MsgID.GLOBAL_HOME,1520471438.4322860,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471438.4342661,-122.3973997,37.7925166,4.9730000
MsgID.LOCAL_VELOCITY,1520471438.4342661,1.2100000,1.1000000,-0.0700000
MsgID.LOCAL_POSITION,1520471438.4344251,4.0719662,4.4654074,-4.9738960
MsgID.LOCAL_VELOCITY,1520471438.4344251,1.2112048,1.1032184,-0.0705633
MsgID.GLOBAL_POSITION,1520471438.6857071,-122.3973969,37.7925194,4.9830000
MsgID.LOCAL_VELOCITY,1520471438.6857071,1.3600000,1.0900000,-0.0400000
MsgID.LOCAL_POSITION,1520471438.6858659,4.3846903,4.7197714,-4.9832759
MsgID.LOCAL_VELOCITY,1520471438.6858659,1.3678696,1.0942982,-0.0457917
MsgID.GLOBAL_POSITION,1520471438.9340181,-122.3973941,37.7925217,4.9780000
MsgID.LOCAL_VELOCITY,1520471438.9340181,1.2400000,1.0100000,0.0200000
MsgID.LOCAL_POSITION,1520471438.9342000,4.6417646,4.9674940,-4.9786892
MsgID.LOCAL_VELOCITY,1520471438.9342000,1.2486387,1.0180523,0.0273777
MsgID.GLOBAL_POSITION,1520471439.1851780,-122.3973910,37.7925252,4.9620000
MsgID.LOCAL_VELOCITY,1520471439.1851780,0.8500000,1.3900000,0.0000000
MsgID.LOCAL_POSITION,1520471439.1853900,5.0307431,5.2363458,-4.9620986
MsgID.LOCAL_VELOCITY,1520471439.1853900,0.8519123,1.3976109,0.0045277
